,Код КПГЗ,Код ОКПД-2 (ОКПД2014)
738,01.11.03.07,20.52.10.190
739,01.11.03.10.02.02,23.61.11.120
740,01.11.03.12,22.23.15.000
741,01.01.13.09,10.86.10.400
742,01.01.13.99,10.86.10
743,01.01.15,11.07.19.190
744,01.01.15.01.02,10.32.16
745,01.01.15.08.02,11.01
746,01.02.02.01.01.03,32.50.13.190
747,01.02.02.03.01,32.50.13.190
748,01.02.02.04.02.10,32.50.13.110
749,01.02.02.04.03,32.50.13.110
750,01.02.02.07.03,32.50.13.190
751,01.02.02.07.04,32.50.13.190
752,01.02.02.14.03,32.50.13.190
753,01.02.02.18.03,32.50.22.127
754,01.11.03.12.05.02,22.21.30
755,01.11.03.13,16.21.14.000
756,01.11.04.02.01,16.23.11.110
757,01.11.05.01,23.99.19.190
758,01.11.06.05,23.65.12.120
759,01.12.03.01,29.10.59.390
760,01.12.03.04,28.99.39.190
761,01.02.02.20,32.50.13.190
762,01.12.04.02,29.10.59.130
763,01.12.99,25.73
764,01.13,26.20
765,01.13.01,26.20.15.000
766,01.13.02.01.01,26.20.15.000
767,01.13.02.01.02,26.20.15.000
768,01.13.02.02,26.20.15.000
769,01.13.04.01.02.01,26.40.51.000
770,01.13.04.01.03,26.40.34.120
771,01.13.04.02.03,26.20.16.130
772,01.13.04.03.04,26.20.16.150
773,01.13.04.04.05,26.20.16.160
774,01.13.04.99,26.20
775,01.13.05.01,26.20.21.120
776,01.13.05.06,26.20.21.120
777,01.13.06.99,26.20.30.000
778,01.13.07,26.20
779,01.13.07.05.07.04,27.20.23
780,01.13.07.05.07.06,27.20.23
781,01.13.07.99,26.20
782,01.13.09.04.01,26.30.11.150
783,01.13.09.06.01,26.30.2
784,01.13.09.08,26.20.30.000
785,01.13.09.99.03,26.30.11.150
786,01.13.11.02.01,28.23.23.000
787,01.13.11.03.05.03,26.40.43.110
788,01.13.12.03.02,28.23.23.000
789,01.13.12.05,26.12.30.000
790,01.13.12.05.99,26.12.30.000
791,01.13.15,26.20.30.000
792,01.14.01,58.11.12.000
793,01.15.01.06,17.12.1
794,01.15.01.06.04,17.23.14.110
795,01.01.13.03.02,10.86.10.671
796,01.20.07.03,13.92.24
797,01.20.08,13.92.16.119
798,01.20.09,32.40
799,01.20.09.01.01,32.40.39.290
800,01.20.11.02.01,27.40.25.120
801,01.20.99.02.99,26.52.14.000
802,01.20.99.05.01,25.73.60
803,01.23.03,22.23.20.000
804,01.23.05,22.23.20.000
805,01.23.05.05,22.23.20.000
806,01.23.99,23.61.1
807,01.24.04.02,13.92.24
808,01.24.04.07,13.99.19.122
809,01.25.01,28.99.39
810,01.25.03.01,28.94.22.110
811,01.25.04.99,28.41
812,02.01.03.11,71.12.31.000
813,02.02.01.07,71.11.2
814,01.15.03.14,15.12.12.190
815,02.01.04.02,71.12.31.000
816,02.02.01.01.03.03,71.11.22
817,02.02.01.03.01,71.11.22
818,02.02.02.02,71.12.19
819,02.02.03.01,72.20.29
820,02.02.05.01.09,71.12.19
821,02.02.05.01.11,71.12.19
822,02.02.05.02.01,71.12.19
823,02.02.05.02.02,71.12.19
824,02.02.05.02.08,71.12.19
825,02.02.05.05,71.12.19
826,02.02.05.06.10,71.12.19
827,02.02.05.08.04,71.12.19
828,02.02.05.08.07,71.12.19
829,02.02.05.08.09,71.12.19
830,02.02.05.09,71.12.19
831,02.02.05.10.02,71.12.19
832,02.02.05.10.04,71.12.19
833,02.02.05.13,71.12.19
834,02.02.05.14.02,71.12.19
835,02.02.05.17.02,71.12.19
836,02.02.05.18.03,71.12.19
837,02.02.05.19.02,71.12.19
838,02.02.05.20.05,71.12.19
839,02.02.05.20.10,71.12.19
840,02.03.02.02.02.03,42.11.20
841,02.03.99,43.99.90
842,02.04.01.02.01,41.20
843,02.04.03.02.08,43.99.90.190
844,02.04.03.03.04,41.20
845,02.05.01.01.02,41.20.30
846,02.05.01.02.05,41.20.40
847,02.05.02,41.20.40
848,01.20.07.02.02,22.29.23
849,01.20.07.01.02,16.29.12
850,03.31.03.05.02.32,77.32.10.000
851,01.13.10.01,62.01.29
852,02.05.02.02.04,41.20.40
853,02.05.02.03.02,42.21.21.000
854,02.05.02.03.03,41.20.2
855,02.06.01,41.20
856,02.06.01.01,41.20.30
857,02.06.01.01.03,41.20.40
858,02.06.01.02.01,41.20.40
859,02.06.01.02.02,41.20.40
860,02.06.01.02.06,41.20.40.900
861,02.06.02.01,42.99.21.122
862,02.06.02.02.06,33.17.19.000
863,02.06.02.02.10,42.11.20.000
864,02.06.02.03.02,42.21.21.000
865,02.06.02.03.05,42.21.21.000
866,02.06.02.04,42.22.23
867,02.06.02.04.03,42.22.23
868,02.06.02.05,42.22.22.140
869,02.06.02.05.04,33.14.11.000
870,01.04.03.01.03,29.10.59.150
871,01.07.04.04.02.02,28.22.12.190
872,02.06.04,33.12.19.000
873,02.10,71.12.35.120
874,02.10.01,71.12.35.120
875,02.11.03,33
876,02.11.03.04,33.19
877,02.12.01,62.09.10.000
878,02.12.01.03,43.21.10.170
879,02.13.01.01.76,72.19.30.000
880,02.17.03,31.01.99.000
881,02.17.04.01,74.10.19.000
882,02.17.04.02,18.13.10.000
883,02.17.04.07.03,82.19.11.000
884,02.17.07.08,90.03.11
885,03.01.07.01,86.22.19.000
886,03.01.99,86.90.19.190
887,03.01.99.04.02,86.23.11.000
888,01.27.01,01.11.11.111
889,01.04.03.01.02,29.10.24.000
890,01.06.01.09,31.09.13
891,01.11.04.02.03,22.23.14.130
892,01.20.07.03.01,13.92.24.140
893,02.13.02.75,33.20.39.900
894,03.03,85.22
895,03.03.13.01,85.21.12.000
896,03.03.13.02,85.21.12.000
897,03.06.01.01.01.04,71.12.20.190
898,03.06.01.01.01.06,71.12.20.190
899,03.06.01.01.01.08,71.12.20.190
900,03.06.01.01.01.09,71.12.20.190
901,03.06.01.01.03.03,71.12.20.190
902,03.06.01.01.04.04,71.12.20.190
903,03.06.01.01.06.04,71.12.20.190
904,03.06.01.01.07.01,71.12.20.190
905,03.02.04.01.02,87.90.11.000
906,03.31.03.05.02,77.32.10.000
907,01.15.03.12.01,22.29.25
908,03.06.01.01.07.05,71.12.20.190
909,03.06.01.01.08.03,71.12.20.190
910,03.06.01.01.11.04,71.12.20.190
911,03.06.01.01.13.01,71.12.20.190
912,03.06.01.01.13.05,71.12.20.190
913,03.06.01.01.14.06,71.12.20.190
914,03.06.01.01.16,71.12.20.190
915,03.06.01.01.17.03,71.12.20.190
916,03.06.01.01.20.05,71.12.20.190
917,03.06.01.01.20.09,71.12.20.190
918,03.06.01.01.22,71.12.20.190
919,03.06.01.01.22.03,71.12.20.190
920,03.06.01.03.02.04,71.12.20.190
921,03.06.01.03.02.05,71.12.20.190
922,03.06.01.03.06.01,71.12.20.190
923,03.06.01.03.06.05,71.12.20.190
924,03.06.01.03.06.08,71.12.20.190
925,03.06.01.03.08.02,71.12.20.190
926,03.11.04,35.22
927,01.20.03.04.04.03,22.29.10.120
928,03.06.01.03.08.04,71.12.20.190
929,03.06.01.03.08.09,71.12.20.190
930,03.06.01.03.10.01,71.12.20.190
931,03.06.01.03.11,71.12.20.190
932,03.06.01.03.13,71.12.20.190
933,03.06.01.03.14.07,71.12.20.190
934,03.06.01.03.16.02,71.12.20.190
935,03.06.01.03.17,71.12.20.190
936,03.06.01.03.17.01,71.12.20.190
937,03.06.01.03.18.04,71.12.20.190
938,03.06.01.03.20.09,71.12.20.190
939,03.06.01.03.21,71.12.20.190
940,03.06.01.03.23.02,71.12.20.190
941,03.06.01.03.23.04,71.12.20.190
942,03.06.01.04.01.10,71.12.20.190
943,03.06.01.04.02.07,71.12.20.190
944,03.06.01.04.02.09,71.12.20.190
945,03.06.01.04.03.03,71.12.20.190
946,01.15.05.04.07,22.29.25.000
947,01.15.05.01.06.02,25.99.22.110
948,03.06.01.04.03.04,71.12.20.190
949,03.06.01.04.04.04,71.12.20.190
950,03.06.01.04.05.99,71.12.20.190
951,03.06.01.04.06.03,71.12.20.190
952,03.06.01.04.06.06,71.12.20.190
953,03.06.01.04.08.01,71.12.20.190
954,03.06.01.04.08.09,71.12.20.190
955,03.06.01.04.10.03,71.12.20.190
956,03.06.01.04.11.04,71.12.20.190
957,03.06.01.04.14.01,71.12.20.190
958,03.06.01.04.14.02,71.12.20.190
959,03.06.01.04.15,71.12.20.190
960,03.06.01.04.20,71.12.20.190
961,03.06.01.04.20.01,71.12.20.190
962,03.06.01.04.20.08,71.12.20.190
963,03.06.01.04.20.09,71.12.20.190
964,03.06.01.04.20.11,71.12.20.190
965,03.06.01.05.01.09,71.12.20.190
966,03.06.01.05.05,71.12.20.190
967,01.15.05.01.05.02,25.99.22
968,03.06.01.05.06.05,71.12.20.190
969,03.06.01.05.07.03,71.12.20.190
970,03.06.01.05.07.07,71.12.20.190
971,03.06.01.05.08.02,71.12.20.190
972,03.06.01.05.08.06,71.12.20.190
973,03.06.01.05.10,71.12.20.190
974,03.06.01.05.10.02,71.12.20.190
975,03.06.01.05.11.04,71.12.20.190
976,03.06.01.05.13.02,71.12.20.190
977,03.06.01.05.13.04,71.12.20.190
978,03.06.01.05.14.02,71.12.20.190
979,03.06.01.05.14.03,71.12.20.190
980,03.06.01.05.17.03,71.12.20.190
981,03.06.01.05.20.09,71.12.20.190
982,03.06.01.05.21.01,71.12.20.190
983,03.06.04.01.12,71.12.20.190
984,03.06.04.02.05,71.12.20.190
985,03.06.04.03.05,71.12.20.190
986,03.06.04.03.06,71.12.20.190
987,01.15.04.03.03,32.99.12
988,03.06.04.05.04,71.12.20.190
989,03.06.04.06.01,71.12.20.190
990,03.06.04.07.03,71.12.20.190
991,03.06.04.07.06,71.12.20.190
992,03.06.04.08.05,71.12.20.190
993,03.06.04.08.09,71.12.20.190
994,03.06.04.09.01,71.12.20.190
995,03.06.04.14,71.12.20.190
996,03.06.04.15,71.12.20.190
997,03.06.04.17.03,71.12.20.190
998,03.06.04.19.01,71.12.20.190
999,03.06.04.20.06,71.12.20.190
1000,03.06.04.22,71.12.20.190
1001,03.06.04.22.02,71.12.20.190
1002,03.06.04.22.03,71.12.20.190
1003,03.07.01.01.02.02,43.99.90.190
1004,03.07.01.04.02,43.99.90.190
1005,03.07.02.09,33.14.19.000
1006,01.15.05.09.02,25.99.24
1007,01.01.12,10.20.31
1008,01.02.08.01,13.92
1009,01.12.01.03,28.92.25.000
1010,01.24.01,13.20
1011,01.24.08,13.10
1012,02.13.99.02,72.20.29
1013,02.17.05.03,96.09.19.139
1014,03.07.04.17,33.12.29.900
1015,03.10.99,94.12.10.000
1016,03.12.02,61.20.11.000
1017,03.13.03,62.02.10.000
1018,03.14.01,65.12.12.000
1019,03.15.01,60.20.40.000
1020,03.15.08,63.99.10.190
1021,03.22.99,94.11.10.000
1022,03.23.04,68.31.16.120
1023,03.23.07,68.31.16.120
1024,01.15.07.01,22.29.25
1025,03.24.03,91.01.12.000
1026,03.28,01.62.10
1027,03.28.03,03.22.90.190
1028,03.30.01.01,71.12
1029,03.30.03.01,71.12
1030,03.30.04.01,71.12
1031,03.30.06,71.12
1032,03.31.01.02,68.20.12.000
1033,03.31.03.02,49.41.20.000
1034,03.31.03.07.01,51.10.20
1035,03.32.04,52.24.12.110
1036,03.33.01.03,49.39.13.000
1037,03.35.06,94.11.10.000
1038,03.36.02,95.29.19
1039,03.36.02.04,90.03.11
1040,03.39.02,88.99.12.000
1041,03.39.02.02,88.99.12.000
1042,01.15.04.01.07.03,17.23.12.130
1043,01.15.03.10.03,15.12.19.110
1044,01.10.01.01.01,19.20.21.100
1045,01.12.01.01,28.92.22
1046,01.12.04.01.03,29.10.59.130
1047,01.15.01.01.02,17.12.72
1048,01.19.01.09,14.13.12.130
1049,01.19.02.12,14.14.30.110
1050,01.19.02.17,14.12.11.110
1051,01.19.05,14.19.42.111
1052,01.19.06.01,14.14.12.120
1053,01.19.06.04,14.31.10.122
1054,01.20,32.99.59
1055,01.20.01.03.02,27.51.24.120
1056,01.20.01.05,27.51.24.190
1057,02.03.02.08.02,41.20.40
1058,03.40,68.31.1
1059,03.40.01,68.31.11.110
1060,03.40.03,68.20.1
1061,03.42,71.11.21.000
1062,03.31.03.05.01.16,43.99.90.160
1063,03.31.03.05.01.29,43.99.90.160
1064,01.01.01.02.03.02,10.62
1065,01.01.16.01.03,10.51.56.150
1066,01.11.02.01.01,28.24.11.000
1067,01.11.06.02.01,24.20
1068,01.11.06.02.02,24.44.26
1069,01.12.02.01,20.59.43.120
1070,01.12.02.04,20.59.43.130
1071,01.15.01.01.08,17.12.14.120
1072,01.15.02.03,17.23.13.190
1073,01.15.05.04.03,20.59.59.900
1074,01.19.02.02,14.13
1075,02.04.03.03.01,42.21
1076,02.17.05.99,96.09.19.139
1077,03.33.03.04,50.10.1
1078,01.20.03.04.06,16.29.11
1079,01.20.07.11,22.21.30
1080,03.31.03.05.01.24,43.99.90.160
1081,03.31.02.01.05,77.39.19.129
1082,01.26,01.11.11.121
1083,01.15.05.12,22.29.25
1084,01.01.03.99,10.39.2
1085,01.02.09.02,21.20.10.130
1086,01.02.09.05,21.20.10.170
1087,01.01.20,10.89.19.210
1088,01.11.01.03.03.01,27.51.25
1089,01.13.11.04,26.20.16.190
1090,01.13.13.01,26.20
1091,01.15.05.02.02,28.23.23.000
1092,01.15.07.04,26.51.32.190
1093,01.19.02.10,14.14.14.140
1094,01.20.05.03,17.22.12.110
1095,01.24.07,13.10
1096,01.25.02.99.03,28.25.14.119
1097,02.05.02.02.11,41.20.40
1098,03.08.03.01.02,38.21.22.000
1099,01.04.02.09,28.99
1100,03.33.03.01,51.10.1
1101,01.04.03.01.01,29.10.59.144
1102,01.11.03.01.04.01,24.41
1103,01.07.06.03.02,27.40.1
1104,01.11.03.08.04.04,23.19.26.000
1105,01.09.04.01,29.20.23
1106,01.11.05.07,23.61
1107,01.15.05.01.06.01,22.29.25.000
1108,02.02.01.10,71.12.14
1109,02.03.02.02.02.99,42.11.20
1110,02.03.02.02.04,41.20.40
1111,03.07.04,33.12.29.900
1112,03.10.02.05.03,43.29.11.140
1113,03.11.02.02,36.00.20
1114,03.13.03.02,95.11.10
1115,03.28.02,96.09.11
1116,03.04.01.01.04,87.90
1117,03.04.01.02.04,88.10
1118,01.20.07.07,32.91.19
1119,01.11.03.08.04,20.30
1120,01.01.10.07.07,10.52.10.180
1121,01.02.06.01.13,21.20.24.110
1122,01.02.06.02.07,26.60.14.120
1123,01.03.05.01,27.90.20.120
1124,01.07.04.04.02.04,28.14.13.110
1125,01.11.01.03.11.05,22.19.4
1126,01.11.01.10,27.90.70
1127,01.11.02.02.04,32.91.19.120
1128,01.11.02.10.02,23.91.12
1129,01.11.03.02,16.10
1130,01.13.11.03.01.02,26.40.20.122
1131,01.13.15.99,26.30
1132,01.20.04.02,20.41.32.110
1133,02.03.02.08.04,41.20.40
1134,03.18.10,68.20.1
1135,03.02.04.01.01,87.30.13.000
1136,01.20.07.11.06.03,13.92.21
1137,03.31.03.05.04,77.29.16.000
1138,01.02.06.02.05,32.50.13.190
1139,01.02.06.03.02.02.02,20.59.52.199
1140,01.02.06.03.04,20.59.52.140
1141,01.02.06.04.12,32.50.13.190
1142,01.02.06.06.05,22.19.71.190
1143,01.02.07.02,32.50.13.190
1144,01.02.09.01.05,21.20.10.114
1145,01.02.09.02.01,21.20.10.131
1146,01.02.09.03.02,21.20.10.142
1147,01.02.09.03.08,21.20.10.147
1148,01.02.09.06.04,21.20.10.183
1149,01.02.09.04.06,21.20.10.156
1150,01.02.09.04.08,21.20.10.158
1151,01.02.09.07.04,21.20.10.193
1152,01.02.09.08.03,21.20.10.213
1153,01.02.09.04.09.01,21.20.10.159
1154,01.02.09.04.11,21.20.10.169
1155,01.02.09.09.02,21.20.10.224
1156,01.02.09.05.01,21.20.10.171
1157,01.02.09.09.03,21.20.10.225
1158,01.02.09.05.03,21.20.10.173
1159,01.02.09.12.05,21.20.10.255
1160,01.02.09.14.03,21.20.23.192
1161,01.02.09.14.04,21.20.23.111
1162,01.03.01.04,27.90.20.120
1163,01.16.04,31.01.1
1164,01.16.07,31.01.12.190
1165,01.16.19,31.01.13.000
1166,01.16.21,31.09.12.133
1167,01.16.22,31.09.12.139
1168,01.16.26.01,31.02.10.140
1169,01.17.06,32.50.13.190
1170,01.18.05,20.20.1
1171,01.18.05.01,20.15
1172,01.18.05.02,20.20.12.000
1173,01.19.01.03,14.13.24
1174,01.03.02.09,22.23.14.130
1175,01.03.05,26.30.50.114
1176,01.04.01.15,32.99.53.120
1177,01.04.02.06,15.20.31.000
1178,01.04.02.11,14.19.32.130
1179,01.04.03.01,29.10.24.000
1180,01.04.04.04,26.51.20.110
1181,01.04.04.05,26.30.50.120
1182,01.04.04.06,27.90.11
1183,01.04.04.09,26.30.11.130
1184,01.04.04.10,30.30.50.110
1185,01.05,26.51.12.190
1186,01.05.02.02,26.51.12.190
1187,01.05.03,29.10.5
1188,01.06.01.03,31.01.12.190
1189,01.06.02.01.07,26.51.43.120
1190,01.06.99.06,32.30.1
1191,01.07.02,13.92.29.190
1192,01.07.03.01.01,32.20.11
1193,01.07.03.01.02.04,32.20.12.124
1194,01.07.03.01.03,32.20.12.110
1195,01.07.03.01.03.04,32.20.12.114
1196,01.07.03.01.04.03,32.20.13.133
1197,01.07.03.01.05,32.20.13
1198,01.07.03.02.01.03,32.20.13.163
1199,01.07.03.03.04.05,32.20.15.110
1200,01.07.03.04.01.03,32.20.14.120
1201,01.07.04.01,32.20.2
1202,01.07.04.02.02,26.70.16.110
1203,01.07.04.04.02.09,25.11.10.000
1204,01.07.06.01.01,32.20.20.120
1205,01.07.06.01.04,32.20.20.120
1206,01.07.06.02.02,26.70.19.000
1207,01.01.01,10.89
1208,01.07.07.03,13.20.4
1209,01.01.01.01,10.61.3
1210,01.01.01.02.01.03,10.61.21
1211,01.07.08.02,28.29.60.000
1212,01.01.01.02.01.09,10.61.23.000
1213,01.07.08.12,28.29.60.000
1214,01.01.01.02.03,10.62.1
1215,01.07.08.13,26.70.23.190
1216,01.07.09.03.02,32.40.42.130
1217,01.07.09.03.03,32.40.42.130
1218,01.01.01.06.01.03,10.84.12.150
1219,01.07.10,31.01.12.110
1220,01.07.11.01,90.03.13.000
1221,01.07.11.01.03,90.03.13.000
1222,01.08,32.30.1
1223,01.08.01.15,32.30.15.110
1224,01.08.01.16,32.30.15.110
1225,01.08.01.32,32.30.15.114
1226,01.08.01.33,32.30.15.299
1227,01.08.02.02,32.30.15.299
1228,01.08.02.07,32.30.15.292
1229,01.08.02.10,32.30.13.190
1230,01.08.02.13,32.30.11.129
1231,01.08.02.15,32.30.15.110
1232,01.08.02.26,32.30.15.292
1233,01.01.01.12.01.04,10.41.55.000
1234,01.01.01.12.01.07,10.62.14.120
1235,01.01.01.12.01.08,10.41.59.110
1236,01.01.01.12.01.09,10.41.29.129
1237,01.01.01.16,01.25.39.000
1238,01.01.01.19.01,10.83.1
1239,01.01.01.19.01.04,10.83.13.120
1240,01.01.01.19.02,10.83.11.120
1241,01.01.02.06.01,01.13.12
1242,01.01.02.06.03,01.13.13.000
1243,01.01.02.13,01.13.49.120
1244,01.09.01.02.01,29.10.4
1245,01.09.01.05,29.10.59.390
1246,01.10.01.02.01,19.20.29.119
1247,01.10.02,38.12.24.000
1248,01.10.03.01,27.90.11
1249,01.10.03.02,27.11.31
1250,01.10.03.04,27.12.40.000
1251,01.01.03.09,01.24.25.000
1252,01.01.04.17,01.24.24.000
1253,01.01.05.02,01.13.80.000
1254,01.10.05.03.02.01,27.40.25.120
1255,01.11.01.01,28.25
1256,01.11.01.03.04.01,25.21.12.000
1257,01.11.01.03.11,28.14.12.110
1258,01.11.01.03.11.04,28.25.13.120
1259,01.11.01.04.10,28.14.12.110
1260,01.11.01.06.05,26.51.64.190
1261,01.11.01.09,28.92.12.130
1262,01.11.02.01,25.73.3
1263,01.11.02.01.06,25.73.30.299
1264,01.11.02.02.06,25.73.3
1265,01.11.02.03,25.73.30.290
1266,01.11.02.05,27.90.31.110
1267,01.11.02.08.03,25.73.30.220
1268,01.01.07.05.03,10.71.12.110
1269,01.01.07.13,10.82.23.121
1270,01.01.07.14,10.72.12.140
1271,01.01.08.01.02,10.11.31.110
1272,01.01.08.01.11.04,10.12.10.140
1273,01.01.08.03.01.04,10.13.14.130
1274,01.01.08.03.01.05,10.13.14.110
1275,01.01.10.06.01,10.51.40.131
1276,01.01.10.06.06,10.51.40.111
1277,01.01.12.05,10.20.32.110
1278,01.11.02.09.02,25.73.40.290
1279,01.11.02.11,25.73
1280,01.11.03.05.02,20.30.22.220
1281,01.11.03.08.02,23.99.13
1282,01.11.03.11.03,17.24.11.110
1283,01.11.03.12.05.01,23.31.10.122
1284,01.11.04.03,27.32.1
1285,01.11.04.05,22.23.11.000
1286,01.01.13.03.05,10.86.10.300
1287,01.01.14.02,11.07.11
1288,01.01.15.01.03,10.32.15.120
1289,01.01.15.05,10.32.22.110
1290,01.01.15.06,10.62.13.190
1291,01.01.15.08,11.01.10
1292,01.01.16.04,10.20.25.190
1293,01.01.16.08,10.89.11.129
1294,01.01.17,10.89.19.290
1295,01.02.02.01,32.50.13.190
1296,01.02.02.03.05,32.50.13.190
1297,01.02.02.03.06,32.50.13.190
1298,01.11.04.06,22.19.50.000
1299,01.11.06.02,24.51.20.110
1300,01.11.07.02,23.64.10.110
1301,01.11.07.04.01,20.30.22.120
1302,01.11.07.04.02,20.30.22.120
1303,01.11.09.03,25.11.23
1304,01.02.02.04.02.02,32.50.13.110
1305,01.02.02.04.07,32.50.13.110
1306,01.02.02.08.04,32.50.13.190
1307,01.02.02.15.03,32.50.13.190
1308,01.12.03,28.30
1309,01.12.03.02,29.10.59.390
1310,01.12.03.02.03,28.30.32.140
1311,01.12.03.03.01,29.10.59.390
1312,01.12.04.01,29.10.59.130
1313,01.12.07.05,26.51.66.140
1314,01.13.01.01,26.20.15.000
1315,01.13.01.01.02.03,26.20.15.000
1316,01.13.01.01.04,26.20.15.000
1317,01.13.02,26.20.11
1318,01.13.02.03,26.20.15.000
1319,01.13.02.99,26.20.15.000
1320,01.13.04.02,26.20.16.120
1321,01.02.03.01.09,22.19.60.111
1322,01.02.03.03.03,14.19.42.160
1323,01.13.04.02.01,26.20.16.120
1324,01.13.04.02.02,26.20.18.000
1325,01.13.08,27.32.1
1326,01.13.04.02.02.03,26.20.18.000
1327,01.13.08.03,22.23.19.000
1328,01.13.04.04.06.02,26.40.33.110
1329,01.13.09,26.30.11.110
1330,01.13.04.04.06.04,26.40.51.000
1331,01.13.09.03.01,26.30.11.110
1332,01.13.09.03.03,26.30.11.110
1333,01.13.09.04.03,26.30.11.150
1334,01.13.09.05.02,26.30.11.150
1335,01.13.09.06.07,26.30.11.110
1336,01.13.09.07,26.40.11.000
1337,01.13.09.99.01,26.30.11.150
1338,01.13.09.99.04.01,26.30.11.150
1339,01.13.11.01,28.23.21
1340,01.13.11.03.01.03,26.30.11.150
1341,01.13.11.03.05.05.04,26.40.31.110
1342,01.13.11.03.05.08,26.40.51.000
1343,01.13.12.03.01,28.23.23.000
1344,01.13.12.05.02,26.12.30.000
1345,01.13.12.07,28.23.13.120
1346,01.13.13.02.02,28.23.25.000
1347,01.13.14,28.23
1348,01.13.14.08,28.23.25.000
1349,01.13.14.09,28.99.13
1350,01.13.16.01,26.51.43.120
1351,01.13.16.03,26.51.42
1352,01.13.17.10,26.20.40.190
1353,01.13.17.14,26.20.40.190
1354,01.14.07,58.19.13.120
1355,01.14.08,58.11.12.000
1356,01.15.01.02,17.12.14
1357,01.15.01.02.07,17.12.14.160
1358,01.15.01.04.02,17.12.72.120
1359,01.15.01.06.02,17.12.14.111
1360,01.15.01.06.99,17.12.1
1361,01.15.02.04,58.19.13.120
1362,01.20.11.05,27.90.33.110
1363,01.20.99.02,26.52.11
1364,01.24.99.03,13.92.15
1365,01.25.01.02,28.22.13.111
1366,01.25.01.03,29.32.30.390
1367,01.25.01.04,28.13.22.000
1368,01.25.02.01.04,27.51.28.110
1369,01.25.02.01.06,27.51.28.110
1370,02.01.04.03,71.12.31.000
1371,02.02.01.01,71.11
1372,02.02.01.01.02,71.11.22
1373,02.02.01.01.03,71.11.22
1374,02.02.04,74.10
1375,02.02.05.02.03,71.12.19
1376,02.02.05.03.02,71.12.19
1377,02.02.05.07.06,71.12.19
1378,02.02.05.08.01,71.12.19
1379,02.02.05.08.03,71.12.19
1380,02.02.05.08.05,71.12.19
1381,02.02.05.11.04,71.12.19
1382,02.02.05.14,71.12.19
1383,02.02.05.20.14,71.12.19
1384,02.02.05.22,71.12.19
1385,02.02.05.22.01,71.12.19
1386,02.02.05.22.03,71.12.19
1387,02.02.05.23.02,71.12.19
1388,02.03.02.02.07,42.13.20
1389,02.03.02.03.04,42.21.21.000
1390,02.03.02.04,42.99.29
1391,02.03.02.07,42.99.29
1392,02.03.02.07.01,42.21.23.000
1393,02.03.02.10,43.29.12.110
1394,03.31.03.05.02.18,77.32.10.000
1395,01.01.03.01,01.24.10.000
1396,01.13.10.04,62.01.29
1397,01.20.04.01,20.41.44
1398,01.20.05.03.01,25.71.12
1399,02.03.07.01,43.99.90.190
1400,02.04.01,41.20.30
1401,02.04.02,41.20
1402,02.04.03.02.02,42.11.20.000
1403,02.05.01.01.04,41.20.30
1404,02.05.01.02,43.99.70.000
1405,02.05.02.02,42.11.20.000
1406,02.05.02.02.06,33.17.19.000
1407,02.05.02.02.10,42.11.20.000
1408,02.05.02.04.04,42.99.29
1409,02.06.02,41.20.3
1410,01.20.06.03.01,23.41.11
1411,03.31.03.05.02.13,77.32.10.000
1412,01.09.06,30.20
1413,01.11.04.01.03,25.72.14
1414,02.06.02.04.02,42.22.23
1415,02.06.03.02,43.12.11.110
1416,02.11.01.02,33.15
1417,02.11.01.03,33.17
1418,02.12.02.05,43.22.12.110
1419,02.12.99,33.20
1420,02.13.01.02,72.20.1
1421,02.13.02.36,71.12.35.120
1422,02.13.03.50.02,72.19.12
1423,02.13.03.99,72.19.1
1424,02.13.04.01,62.01.11.000
1425,02.13.04.02,62.01.11.000
1426,02.17.01.04,82.99.19.000
1427,02.17.04.07.02,82.19.11.000
1428,02.17.99.03,32.13.99
1429,02.18,43.11.10.000
1430,02.18.02,43.11.10.000
1431,03.01.07.02,86.22.19.000
1432,01.07.11.04.06,13.92.15.110
1433,02.08.02,72.19.30.000
1434,02.12.01.01,33.20.39.900
1435,02.12.02.01,33.20.39.900
1436,02.17.08,26.11.9
1437,03.01.08,86.90.19.140
1438,03.02.05,88.99.19.000
1439,03.03.13.03,85.22.12.000
1440,03.03.99,82.30.11.000
1441,03.05.06,56.10.1
1442,03.06.01,71.12.20.190
1443,03.06.01.01.01.05,71.12.20.190
1444,03.06.01.01.04.05,71.12.20.190
1445,03.06.01.01.06.06,71.12.20.190
1446,03.06.01.01.06.11,71.12.20.190
1447,03.06.01.01.07.03,71.12.20.190
1448,03.06.01.01.08.04,71.12.20.190
1449,03.06.01.01.08.08,71.12.20.190
1450,01.20.03.04.02,25.73.10
1451,03.06.01.01.09.02,71.12.20.190
1452,03.06.01.01.11,71.12.20.190
1453,03.06.01.01.11.02,71.12.20.190
1454,03.06.01.01.13,71.12.20.190
1455,03.06.01.01.16.01,71.12.20.190
1456,03.06.01.01.16.02,71.12.20.190
1457,03.06.01.01.18.01,71.12.20.190
1458,03.06.01.01.18.03,71.12.20.190
1459,03.06.01.01.20.01,71.12.20.190
1460,03.06.01.01.20.07,71.12.20.190
1461,03.06.01.01.22.04,71.12.20.190
1462,03.06.01.03,71.12.20.190
1463,03.06.01.03.01.03,71.12.20.190
1464,03.06.01.03.01.08,71.12.20.190
1465,03.06.01.03.01.10,71.12.20.190
